rank,feature,mean_abs_shap_value
650,Route Psp Phx,0.00013133704382427245
651,Route Clt Pns,0.0001312113797333702
652,Route Cmh Mco,0.00013076463523475974
653,Route Dtw Rsw,0.00012983373007455503
654,Route Chs Fll,0.00012945924760439075
655,Route Phx Yum,0.00012905284175673902
656,Route Mco Slc,0.00012831984247385086
657,Route Jfk Rdu,0.00012829853577422612
658,Route Phx Lax,0.00012818310253825626
659,Route Lga Cae,0.00012799183251767626
660,Route Mco Sdf,0.00012796640173009068
661,Route Clt Sat,0.00012793323565933815
662,Route Las San,0.00012792157046485984
663,Route Dfw Ogg,0.00012790635109496162
664,Route Stl Ict,0.00012467059494590484
665,Route Ind Bos,0.0001246572775843167
666,Route Mco Cvg,0.0001245205616340592
667,Route Ewr Ord,0.00012433329477355622
668,Route Bhm Dtw,0.00012386070839517918
669,Route Lax Rdu,0.0001236763295223492
670,Route Smf Geg,0.00012237558305003496
671,Route Cle Dca,0.00012218552015318224
672,Route Mia Dca,0.00012166924871951706
673,Route Den Clt,0.00012150572784334677
674,Route Mco Bna,0.00012094661972928113
675,Route Jfk Dca,0.00012051080196740464
676,Route Syr Clt,0.00012043163900112523
677,Route Iad Atl,0.00012039751345779899
678,Route Sju Phl,0.0001202874033445205
679,Route Pvd Clt,0.00011949095153304681
680,Route Smf Den,0.00011901941618715139
681,Dest State Abr Vi,0.00011853516697845034
682,Route Mia Ewr,0.0001168558294577656
683,Origin State Abr Ky,0.00011611536390168787
684,Route Cvg Sfb,0.00011570902117861907
685,Route Dca Iah,0.00011558137426218596
686,Route Dca Dal,0.00011517619267406156
687,Route Ktn Sea,0.00011510968308288546
688,Route Oma Dca,0.00011488277242460685
689,Route Clt Avl,0.00011472934620359644
690,Route Lax Clt,0.00011459989219668043
691,Route Ord Smf,0.00011340045211269107
692,Route Sjc Rno,0.00011239976069480293
693,Route Bwi Jax,0.00011237764358867466
694,Route Rsw Ewr,0.00011235492740798927
695,Route Atl Slc,0.00011193864973221276
696,Route Dca Dfw,0.00010999403294848241
697,Dest State Abr Wy,0.00010977079507257061
698,Route Den Grr,0.00010959433223138948
699,Route Iah Sna,0.00010947067004791698
700,Route Cle Phx,0.00010939215774956158
701,Route Orf Mia,0.00010905438058008976
702,Route Phl Sav,0.00010825963209621683
703,Route Mdw Msy,0.0001081610163230275
704,Route Atl Msp,0.00010760349563644427
705,Route Den Mke,0.00010660549276307356
706,Route Dal Elp,0.00010634315854542391
707,Route Bos Msp,0.00010611393314032797
708,Route Bwi Fll,0.00010585131026225752
709,Route Dal Mci,0.00010571577912201629
710,Route Rsw Dca,0.00010569031205152779
711,Route Rsw Cmh,0.00010563313077854955
712,Route Sea Dtw,0.00010446767363871331
713,Route Bos Dca,0.0001043112716059939
714,Route Den Sat,0.00010409345204205856
715,Route Dca Atl,0.00010379540949129893
716,Route Sea Sbp,0.00010291472106568494
717,Route Sju Bos,0.00010205586408647433
718,Route Lax Mci,0.0001017953299255531
719,Route Ont Phx,0.00010164506425410436
720,Dest State Abr Ct,0.00010154174460202898
721,Route San Smf,0.00010120903253677094
722,Route Msy Aus,0.00010084723168111761
723,Route Ewr Lax,0.00010074513550230798
724,Route Tpa Bos,0.00010063027611696363
725,Route Ord Lax,0.00010030621738779242
726,Route Mco Dca,0.00010009455166449225
727,Route Rno Sea,9.999204603049345e-05
728,Route Mia Stl,9.969810069873932e-05
729,Route Ord Iad,9.945488699172838e-05
730,Route Clt Xna,9.931665937152656e-05
731,Route Ord Pdx,9.891649297548843e-05
732,Route Alb Clt,9.876091809485563e-05
733,Route Aus Mco,9.859003163302063e-05
734,Route Smf Slc,9.816939734486301e-05
735,Route Abq Phx,9.799734572488653e-05
736,Route Smf Phx,9.781166013421635e-05
737,Route Sea Mso,9.775309364621018e-05
738,Route Dca Msy,9.764955866249081e-05
739,Dest State Abr Ak,9.69034515580336e-05
740,Route Ord Bna,9.610960434965877e-05
741,Route Atl Cvg,9.54217634070388e-05
742,Route Ord Grb,9.441574304324081e-05
743,Dest State Abr Ne,9.417936858875717e-05
744,Route Iad Sea,9.381474458717643e-05
745,Route Psc Sea,9.310073914076484e-05
746,Route Tlh Dfw,9.297288232286464e-05
747,Route Clt Lga,9.274903618094855e-05
748,Route Iad Rsw,9.184734273332659e-05
749,Route Tul Phx,9.143414429280026e-05
750,Route Lga Clt,9.143225534353236e-05
751,Route Stl Dca,9.04707752883172e-05
752,Route Den Dal,9.027624450528956e-05
753,Route Mia Den,9.009444600995595e-05
754,Route Mci Den,8.940550872802209e-05
755,Route Sba Phx,8.912786334853767e-05
756,Route Msy Ord,8.889455839201648e-05
757,Dest State Abr Ri,8.813980721256151e-05
758,Route Lga Dal,8.785407393156237e-05
759,Route Ewr Cle,8.666018117982551e-05
760,Route Cvg Atl,8.642597565092126e-05
761,Route Sea Lax,8.629333191181388e-05
762,Route Iah Ord,8.620598960032866e-05
763,Route Pit Rdu,8.605511046843654e-05
764,Route Pit Ewr,8.58020203303263e-05
765,Route Tpa Jfk,8.533721043193216e-05
766,Route Mem Dtw,8.524776197572071e-05
767,Route Clt Jfk,8.436486355259412e-05
768,Route Clt Phx,8.422145555945656e-05
769,Route San Mco,8.348069962361232e-05
770,Route Clt Msy,8.313729527293252e-05
771,Route Dtw Slc,8.12121235212674e-05
772,Route Dca Mco,8.105710463877234e-05
773,Route Mdw Phx,8.075929709439962e-05
774,Route Den Fat,8.06954347334864e-05
775,Route Orf Den,8.022782618224538e-05
776,Route Clt Cid,8.0184314205533e-05
777,Route Rsw Dfw,7.873183067364645e-05
778,Route Sna Smf,7.865330193851089e-05
779,Route Iad Lga,7.860722853069938e-05
780,Route Koa Hnl,7.818246894997818e-05
781,Route Den Sjc,7.783128158431276e-05
782,Route Bna Clt,7.7259518522835e-05
783,Route Dal Dca,7.72035698439646e-05
784,Route Mem Atl,7.703608744995659e-05
785,Route Oma Iah,7.67873771986765e-05
786,Route Dfw Grk,7.615507061914771e-05
787,Route Mco Ord,7.546054217028368e-05
788,Route Ord Atw,7.521082730210985e-05
789,Route Ont Las,7.476817727893811e-05
790,Route Pit Dtw,7.462787081793835e-05
791,Route Dal Mia,7.345265836046327e-05
792,Route Bdl Pbi,7.321887718129334e-05
793,Route Bos Lga,7.305012053423239e-05
794,Route Mco Hpn,7.281580100460782e-05
795,Route Atl Rdu,7.272201319201718e-05
796,Route Rdu Mco,7.22654199150191e-05
797,Origin State Abr Tn,7.196451241112437e-05
798,Route Oak San,7.131030645647262e-05
799,Route Las Cvg,7.076436340628606e-05
800,Route Clt Stl,7.070784195845776e-05
801,Route Atl Aus,7.053178905798137e-05
802,Route Dfw Mgm,7.032496591659733e-05
803,Route Cmh Dfw,6.990974865844765e-05
804,Route Mdw Bna,6.937402603019982e-05
805,Dest State Abr Vt,6.935736972313502e-05
806,Route Lax Hnl,6.915214213166077e-05
807,Dest State Abr Mt,6.877748680190168e-05
808,Route Atl Ind,6.869145567999898e-05
809,Route Den Oma,6.850365980346136e-05
810,Route Atl Den,6.834754260182895e-05
811,Route Atl Chs,6.827119780627746e-05
812,Route Mco Phx,6.805052377792045e-05
813,Route Ord Cmh,6.784903982958193e-05
814,Route Phl Mia,6.697278938858828e-05
815,Route Mdw Atl,6.66911705068177e-05
816,Route Mke Stl,6.660832151850462e-05
817,Route Bwi Aus,6.574887671001994e-05
818,Route Bwi Rsw,6.560872841115255e-05
819,Route Mdw Las,6.525667539265521e-05
820,Route Ord Clt,6.474623760155741e-05
821,Route Geg Sea,6.462539264947012e-05
822,Route Clt Mke,6.439392747392269e-05
823,Route Den Mfr,6.435897401034908e-05
824,Route Phl Den,6.431628130938052e-05
825,Route Sts San,6.3905333595666e-05
826,Route Phx Pdx,6.376494489535642e-05
827,Route Msp Tpa,6.348491847344918e-05
828,Route Ict Ord,6.318919862539377e-05
829,Route Pit Sea,6.312753036237009e-05
830,Route Clt Srq,6.210340880329593e-05
831,Route Mia Dfw,6.192597031997731e-05
832,Route Dfw Btr,6.1861982989115e-05
833,Route Den Prc,6.170980798936613e-05
834,Route Aus Phx,6.139179527553951e-05
835,Route Phx Elp,6.094677804097873e-05
836,Route Cos Dfw,6.090356420205116e-05
837,Route Lgb Las,6.04703433363639e-05
838,Route Abq Dal,6.038456643895051e-05
839,Route Ord Syr,6.0143899219177936e-05
840,Route Phx Sna,6.009704154213985e-05
841,Route Hou Hrl,5.971710415796901e-05
842,Route Aus Abq,5.954535283897878e-05
843,Route Lbb Dfw,5.9517922099509974e-05
844,Route Koa Ogg,5.922566853882741e-05
845,Route Dca Fll,5.863458714236507e-05
846,Route Ord Phl,5.862320206141678e-05
847,Route Phx Cvg,5.748763761360673e-05
848,Route Orf Clt,5.593548339394492e-05
849,Route Dtw Cle,5.566308837655829e-05
850,Route Phl Jax,5.562040132981009e-05
851,Route Lga Cmh,5.554410806377096e-05
852,Route Dfw Bhm,5.5234412123043625e-05
853,Dest State Abr Mn,5.480567030043036e-05
854,Route Bos Rsw,5.4731494742013404e-05
855,Route Den Sav,5.4425925947476904e-05
856,Origin State Abr In,5.410919123831194e-05
857,Route Bur Phx,5.373438551593711e-05
858,Route Bos Cvg,5.34813527628324e-05
859,Route Ord Cmx,5.26269790217577e-05
860,Route Bzn Atl,5.176263093226454e-05
861,Route Ord Dtw,5.1694485818326774e-05
862,Route Ord Aus,5.1169253994094783e-05
863,Route Den Dro,5.0758252234931087e-05
864,Route Rdu Stl,5.073353349632665e-05
865,Route Clt Cle,4.974807489586336e-05
866,Route Sea Smf,4.9653023719329676e-05
867,Route Tpa Lga,4.9642328022103413e-05
868,Route Oma Las,4.9338142016045714e-05
869,Route Gcc Den,4.8767218350780086e-05
870,Route Cle Mia,4.867371802102375e-05
871,Route Bos Jfk,4.857161339376831e-05
872,Route Lex Clt,4.8452472629527044e-05
873,Route Den Smf,4.707004995176547e-05
874,Route Hou Sat,4.685433073478644e-05
875,Route Mco Den,4.641985521842489e-05
876,Route Ord Dca,4.538178596212285e-05
877,Route Lax Oak,4.5020731478798376e-05
878,Route Den Psc,4.4832478874914366e-05
879,Origin State Abr Nd,4.480442367367226e-05
880,Route Grr Mco,4.470519268016187e-05
881,Route Pdx Ord,4.465263639900238e-05
882,Route Mdw Stl,4.463842540993025e-05
883,Route Aus Sfo,4.4636931552639576e-05
884,Route Sfb Avl,4.448890067179834e-05
885,Route Lit Clt,4.37632996368954e-05
886,Route Geg Phx,4.3141197285668825e-05
887,Route Pdx Dfw,4.2534668194033656e-05
888,Route Mia Aus,4.239975598286754e-05
889,Route Msp Den,4.178108613537439e-05
890,Route Dtw Bos,4.127814007954835e-05
891,Route San Den,4.081271700421017e-05
892,Route Msp Aus,4.0724720277188504e-05
893,Route Sea Ktn,4.049233591876643e-05
894,Route Sat Atl,3.969027401342739e-05
895,Route Stl Las,3.955517685161974e-05
896,Route Pbi Bos,3.8680276120919724e-05
897,Route Bzn Dfw,3.836698956123842e-05
898,Route Iad Clt,3.689922893930443e-05
899,Route Ind Dca,3.683355075326018e-05
900,Route San Iah,3.552989383371731e-05
901,Route Bna Tpa,3.4629490687205674e-05
902,Route Dtw Lan,3.453706963655951e-05
903,Route San Sea,3.4476734929243364e-05
904,Route Jax Dca,3.311682028947017e-05
905,Route Mco Sat,3.292544852676454e-05
906,Route Mco Hou,3.270662655338632e-05
907,Route Bna Las,3.240374301661008e-05
908,Route Chs Clt,3.1650854334148026e-05
909,Route Eug Sea,3.102878580401255e-05
910,Route Rdu Den,3.0135641220362284e-05
911,Route Chs Bna,2.9998524617823524e-05
912,Route Bos Bwi,2.91887967526173e-05
913,Route Dfw Ama,2.8886420412698294e-05
914,Route Mia Sju,2.8491725030480235e-05
915,Route Clt Sdf,2.846169626328427e-05
916,Route Den Mtj,2.8449781456787485e-05
917,Route Bwi Msp,2.7672197192529123e-05
918,Route Sea San,2.759142947766052e-05
919,Route Rap Den,2.7379881875839955e-05
920,Route Koa Lax,2.4969985881716187e-05
921,Route Bos Cle,2.4574663040122462e-05
922,Route Sea Atl,2.4253249013981184e-05
923,Route Dfw Saf,2.416854375090584e-05
924,Route Dtw Tvc,2.3829776625447036e-05
925,Route Mia Jax,2.3124546265787786e-05
926,Route Den Mso,2.28110561453315e-05
927,Route Smf Las,2.188139045860097e-05
928,Route Phx Ont,2.1594910887362998e-05
929,Route Dca Bna,2.1579950515196003e-05
930,Route Den Sna,2.1337265801611077e-05
931,Route Cle Phl,2.0960473562621625e-05
932,Route Bos Dfw,2.0930926684479462e-05
933,Route Clt Msn,2.091144213709542e-05
934,Route Tus Phx,2.0657327220680374e-05
935,Route Atl Roc,2.0480787509843507e-05
936,Route Ord Psp,2.0285211329029362e-05
937,Route Las Fll,1.9711087326426917e-05
938,Origin State Abr Nh,1.9227689399606982e-05
939,Route Sju Dca,1.8580130725051825e-05
940,Route Bwi Rdu,1.8343243704917978e-05
941,Route Rsw Bdl,1.8149252720278842e-05
942,Route Hou Lga,1.799997948022511e-05
943,Route Den Bos,1.694742544500912e-05
944,Route Bwi Pbi,1.6804387299622827e-05
945,Route Den Hdn,1.6335331620247374e-05
946,Route Mco Aus,1.6233373368026006e-05
947,Route Phl Sea,1.621601438558764e-05
948,Route Ege Dfw,1.6214580578242702e-05
949,Route Lga Dfw,1.6140642786919084e-05
950,Route Ord Ewr,1.576335448455694e-05
951,Route Cle Dtw,1.5159122498006593e-05
952,Route Bos Mia,1.4815658904498708e-05
953,Route Atl Pdx,1.3807924412685832e-05
954,Route Ord Eau,1.3781394853110978e-05
955,Route Tpa Ord,1.3329889765976223e-05
956,Route Dtw Phx,1.2162908124157597e-05
957,Route Msp Las,1.1495551974210833e-05
958,Dest State Abr Ia,1.1039475949459114e-05
959,Route Phx Oma,1.1035197311124015e-05
960,Route Clt Atl,1.0912326584702693e-05
961,Route Phx Mry,1.0053460451161881e-05
962,Route Mco Isp,1.0011785367218478e-05
963,Route Hou Phx,9.728273892619806e-06
964,Route Tpa Msp,8.792700469984154e-06
965,Route Aus Bwi,8.135455479865153e-06
966,Route Pwm Dca,8.002137070468105e-06
967,Route Dal Lax,7.798021330145504e-06
968,Route Pie Grr,7.373432684454883e-06
969,Route Gjt Den,7.263505633877651e-06
970,Route Ogg Hnl,7.257709426636306e-06
971,Route Ewr Bna,7.2480707328259675e-06
972,Route Cid Ord,6.784607923063996e-06
973,Route Ord Pia,6.520449511879289e-06
974,Route Dtw Mia,6.472510251511506e-06
975,Route Bwi Mco,5.54235896053125e-06
976,Route Clt Pbi,5.338813139893605e-06
977,Route Btr Atl,4.941938770832895e-06
978,Route Tpa Atl,4.883815536970704e-06
979,Route Pdx Aus,4.693897459488665e-06
980,Route Bdl Tpa,4.285446112040448e-06
981,Route Pit Ord,4.150760036355026e-06
982,Route Msp Lax,3.5075759487959087e-06
983,Route Iad Iah,3.391408978701453e-06
984,Route Cvg Mia,3.3334285867696724e-06
985,Route Jfk Iad,3.1907268454064903e-06
986,Route Ord Sat,2.272065959617581e-06
987,Route Mci Slc,2.051293628319384e-06
988,Route Hou Atl,2.000037179288159e-06
989,Route Mco Cmh,1.4127431067300525e-06
990,Route Clt Phl,1.0475320043938586e-06
991,Month,1.703153934192164e-16
992,Is Weekend,1.868487247680014e-17
993,Day Of Month,4.154295599426367e-18
994,Route Msy Hou,0.0
995,Route Ogg Dfw,0.0
996,Route Msy Dtw,0.0
997,Route Msy Lga,0.0
998,Route Oak Ont,0.0
999,Route Oak Ogg,0.0
1000,Route Tul Las,0.0
1001,Route Msy Mci,0.0
1002,Route Msy Dca,0.0
1003,Route Oak Sea,0.0
1004,Route Ttn Atl,0.0
1005,Route Oak Mdw,0.0
1006,Route Oak Mci,0.0
1007,Route Msy Dal,0.0
1008,Route Tri Dfw,0.0
1009,Route Oak Slc,0.0
1010,Route Lit Lga,0.0
1011,Route Tul Lax,0.0
1012,Route Msy Ewr,0.0
1013,Route Oak Sna,0.0
1014,Route Msy Jfk,0.0
1015,Route Msy Dfw,0.0
1016,Route Msy Iad,0.0
1017,Route Oak Rno,0.0
1018,Route Msy Mco,0.0
1019,Route Msy Iah,0.0
1020,Route Oak Psp,0.0
1021,Route Tul Iah,0.0
1022,Route Msy Lax,0.0
1023,Route Ttn Mco,0.0
1024,Route Lit Ord,0.0
1025,Route Oak Pdx,0.0
1026,Route Msy Fll,0.0
1027,Route Oak Sba,0.0
1028,Route Ogg Den,0.0
1029,Route Oak Lih,0.0
1030,Route Myr Pit,0.0
1031,Route Oak Lgb,0.0
1032,Route Myr Dtw,0.0
1033,Route Oak Dal,0.0
1034,Route Myr Bos,0.0
1035,Route Myr Bwi,0.0
1036,Route Tul Hou,0.0
1037,Route Myr Clt,0.0
1038,Route Tul Dfw,0.0
1039,Route Myr Dca,0.0
1040,Route Tul Atl,0.0
1041,Route Oak Boi,0.0
1042,Route Myr Dfw,0.0
1043,Route Oak Bli,0.0
1044,Route Oak Aus,0.0
1045,Route Myr Ewr,0.0
1046,Route Oak Lax,0.0
1047,Route Lrd Dfw,0.0
1048,Route Myr Fll,0.0
1049,Route Oak Abq,0.0
1050,Route Myr Lga,0.0
1051,Route Tul Clt,0.0
1052,Route Oaj Clt,0.0
1053,Route Myr Mco,0.0
1054,Route Myr Mdw,0.0
1055,Route Myr Ord,0.0
1056,Route Oaj Atl,0.0
1057,Route Lnk Ord,0.0
1058,Route Myr Phl,0.0
1059,Route Myr Bna,0.0
1060,Route Ogg Ito,0.0
1061,Route Oak Den,0.0
1062,Route Oak Eug,0.0
1063,Route Msy Mdw,0.0
1064,Route Msy Mia,0.0
1065,Route Msy Msp,0.0
1066,Route Msy Phl,0.0
1067,Route Msy Phx,0.0
1068,Route Msy Sat,0.0
1069,Route Tul Aus,0.0
1070,Route Oak Las,0.0
1071,Route Oak Koa,0.0
1072,Route Msy Sea,0.0
1073,Route Msy Sfo,0.0
1074,Route Msy Slc,0.0
1075,Route Oak Hou,0.0
1076,Route Msy Stl,0.0
1077,Route Msy Tpa,0.0
1078,Route Ttn Tpa,0.0
1079,Route Mtj Den,0.0
1080,Route Mtj Dfw,0.0
1081,Route Mvy Jfk,0.0
1082,Route Lit Stl,0.0
1083,Route Mvy Lga,0.0
1084,Route Myr Acy,0.0
1085,Route Oak Hnl,0.0
1086,Route Oak Geg,0.0
1087,Route Myr Atl,0.0
1088,Route Myr Bdl,0.0
1089,Route Mci Phx,0.0
1090,Route Ogg Koa,0.0
1091,Route Tpa Mci,0.0
1092,Route Ord Day,0.0
1093,Route Ord Dbq,0.0
1094,Route Ord Dec,0.0
1095,Route Ord Dfw,0.0
1096,Route Ord Dlh,0.0
1097,Route Ord Dsm,0.0
1098,Route Tpa Mia,0.0
1099,Route Tpa Mdw,0.0
1100,Route Ord Ege,0.0
1101,Route Ord Eyw,0.0
1102,Route Ord Cwa,0.0
1103,Route Yum Phx,0.0
1104,Route Ord Fca,0.0
1105,Route Ord Fll,0.0
1106,Route Ord Fnt,0.0
1107,Route Ord Fsd,0.0
1108,Route Ord Fwa,0.0
1109,Route Lih Den,0.0
1110,Route Ord Gsp,0.0
1111,Route Lgb Stl,0.0
1112,Route Ord Dal,0.0
1113,Route Lih Koa,0.0
1114,Route Ord Hpn,0.0
1115,Route Ord Cho,0.0
1116,Route Tpa Phx,0.0
1117,Route Ord Bos,0.0
1118,Route Ord Btv,0.0
1119,Route Ord Buf,0.0
1120,Route Ord Bwi,0.0
1121,Route Tpa Phl,0.0
1122,Route Ord Cae,0.0
1123,Route Ord Cak,0.0
1124,Route Ord Cha,0.0
1125,Route Lih Phx,0.0
1126,Route Tpa Mke,0.0
1127,Route Ord Chs,0.0
1128,Route Ord Cid,0.0
1129,Route Tpa Msy,0.0
1130,Route Lih Ogg,0.0
1131,Route Lih Oak,0.0
1132,Route Yum Dfw,0.0
1133,Route Ord Cmi,0.0
1134,Route Ord Cos,0.0
1135,Route Ord Cou,0.0
1136,Route Ord Hnl,0.0
1137,Route Lgb Slc,0.0
1138,Route Tpa Pvd,0.0
1139,Route Ord Msp,0.0
1140,Route Lgb Dal,0.0
1141,Route Ord Mht,0.0
1142,Route Lgb Aus,0.0
1143,Route Ord Mia,0.0
1144,Route Ord Mke,0.0
1145,Route Ord Mkg,0.0
1146,Route Ord Mli,0.0
1147,Route Ord Mqt,0.0
1148,Route Ord Msn,0.0
1149,Route Ord Msy,0.0
1150,Route Ord Mem,0.0
1151,Route Lga Xna,0.0
1152,Route Ord Myr,0.0
1153,Route Ord Okc,0.0
1154,Route Ord Oma,0.0
1155,Route Ord Orf,0.0
1156,Route Tpa Isp,0.0
1157,Route Tpa Ind,0.0
1158,Route Lga Tys,0.0
1159,Route Ord Pah,0.0
1160,Route Ord Mhk,0.0
1161,Route Lgb Den,0.0
1162,Route Ord Hsv,0.0
1163,Route Tpa Lax,0.0
1164,Route Ord Iah,0.0
1165,Route Lgb Sjc,0.0
1166,Route Lgb Rno,0.0
1167,Route Lgb Ogg,0.0
1168,Route Ord Jac,0.0
1169,Route Ord Jax,0.0
1170,Route Ord Jfk,0.0
1171,Route Ord Lan,0.0
1172,Route Ord Las,0.0
1173,Route Lgb Oak,0.0
1174,Route Lgb Hnl,0.0
1175,Route Ord Lex,0.0
1176,Route Lgb Mdw,0.0
1177,Route Ord Lnk,0.0
1178,Route Ord Lse,0.0
1179,Route Ord Mbs,0.0
1180,Route Ord Mci,0.0
1181,Route Lgb Hou,0.0
1182,Route Ord Mcw,0.0
1183,Route Ord Mdt,0.0
1184,Route Tpa Pit,0.0
1185,Route Ord Bmi,0.0
1186,Route Ogg Las,0.0
1187,Route Lit Dfw,0.0
1188,Route Okc Iah,0.0
1189,Route Okc Las,0.0
1190,Route Okc Lax,0.0
1191,Route Okc Lga,0.0
1192,Route Okc Mdw,0.0
1193,Route Okc Msp,0.0
1194,Route Okc Ord,0.0
1195,Route Okc Phx,0.0
1196,Route Okc Sea,0.0
1197,Route Okc Stl,0.0
1198,Route Okc Dfw,0.0
1199,Route Oma Atl,0.0
1200,Route Oma Clt,0.0
1201,Route Oma Dal,0.0
1202,Route Oma Den,0.0
1203,Route Oma Dfw,0.0
1204,Route Oma Dtw,0.0
1205,Route Oma Hou,0.0
1206,Route Oma Lax,0.0
1207,Route Oma Lga,0.0
1208,Route Okc Hou,0.0
1209,Route Okc Den,0.0
1210,Route Oma Mdw,0.0
1211,Route Ogg San,0.0
1212,Route Lit Las,0.0
1213,Route Ogg Lax,0.0
1214,Route Ogg Lgb,0.0
1215,Route Ogg Lih,0.0
1216,Route Tri Clt,0.0
1217,Route Ogg Oak,0.0
1218,Route Ogg Pdx,0.0
1219,Route Ogg Phx,0.0
1220,Route Lit Iah,0.0
1221,Route Ogg Sea,0.0
1222,Route Tpa Ttn,0.0
1223,Route Ogg Sfo,0.0
1224,Route Tri Atl,0.0
1225,Route Ogg Sjc,0.0
1226,Route Ogg Smf,0.0
1227,Route Okc Atl,0.0
1228,Route Okc Aus,0.0
1229,Route Okc Clt,0.0
1230,Route Okc Dal,0.0
1231,Route Okc Dca,0.0
1232,Route Oma Mco,0.0
1233,Route Oma Msp,0.0
1234,Route Lih San,0.0
1235,Route Lih Sfo,0.0
1236,Route Ord Abq,0.0
1237,Route Ord Alb,0.0
1238,Route Ord Alo,0.0
1239,Route Tpa Sfo,0.0
1240,Route Ord Anc,0.0
1241,Route Ord Ase,0.0
1242,Route Ord Atl,0.0
1243,Route Tpa Sea,0.0
1244,Route Lit Atl,0.0
1245,Route Ord Avl,0.0
1246,Route Lit Dal,0.0
1247,Route Ord Avp,0.0
1248,Route Ord Azo,0.0
1249,Route Ord Bdl,0.0
1250,Route Ord Bgr,0.0
1251,Route Tpa Sdf,0.0
1252,Route Tpa Sat,0.0
1253,Route Ord Bhm,0.0
1254,Route Tpa Rdu,0.0
1255,Route Lih Sea,0.0
1256,Route Ord Abe,0.0
1257,Route Ont Smf,0.0
1258,Route Oma Ord,0.0
1259,Route Ont Dal,0.0
1260,Route Oma Phx,0.0
1261,Route Oma Sea,0.0
1262,Route Oma Sfo,0.0
1263,Route Oma Slc,0.0
1264,Route Tpa Stl,0.0
1265,Route Oma Stl,0.0
1266,Route Ome Anc,0.0
1267,Route Ont Atl,0.0
1268,Route Ont Aus,0.0
1269,Route Tpa Slc,0.0
1270,Route Ont Slc,0.0
1271,Route Ont Dfw,0.0
1272,Route Msy Clt,0.0
1273,Route Ont Jfk,0.0
1274,Route Ont Mdw,0.0
1275,Route Ont Oak,0.0
1276,Route Ont Pdx,0.0
1277,Route Lit Dca,0.0
1278,Route Ont Sfo,0.0
1279,Route Ont Sjc,0.0
1280,Route Ont Hnl,0.0
1281,Route Mci Aus,0.0
1282,Route Msy Bwi,0.0
1283,Route Mdw Sav,0.0
1284,Route Mdw Sea,0.0
1285,Route Mdw Sfo,0.0
1286,Route Vps Clt,0.0
1287,Route Mdw Sjc,0.0
1288,Route Mdw Slc,0.0
1289,Route Mdw Smf,0.0
1290,Route Mdw Srq,0.0
1291,Route Mdw Tpa,0.0
1292,Route Mdw Tul,0.0
1293,Route Mei Iah,0.0
1294,Route Mem Bos,0.0
1295,Route Mem Dal,0.0
1296,Route Mem Dca,0.0
1297,Route Mem Den,0.0
1298,Route Mem Dfw,0.0
1299,Route Mem Ewr,0.0
1300,Route Vps Bna,0.0
1301,Route Vps Blv,0.0
1302,Route Vps Atl,0.0
1303,Route Mem Las,0.0
1304,Route Mem Lax,0.0
1305,Route Mci Iah,0.0
1306,Route Mem Lga,0.0
1307,Route Mdw Sdf,0.0
1308,Route Mdw Sat,0.0
1309,Route Mia Hou,0.0
1310,Route Mdw San,0.0
1311,Route Mdw Lga,0.0
1312,Route Mdw Lgb,0.0
1313,Route Mdw Mci,0.0
1314,Route Mdw Mco,0.0
1315,Route Mdw Mem,0.0
1316,Route Mdw Mht,0.0
1317,Route Mdw Mia,0.0
1318,Route Mdw Msp,0.0
1319,Route Mdw Myr,0.0
1320,Route Mdw Oak,0.0
1321,Route Mdw Okc,0.0
1322,Route Mdw Ont,0.0
1323,Route Mdw Orf,0.0
1324,Route Mdw Pdx,0.0
1325,Route Mdw Phl,0.0
1326,Route Mdw Pit,0.0
1327,Route Mdw Pvd,0.0
1328,Route Mdw Rdu,0.0
1329,Route Mdw Ric,0.0
1330,Route Mdw Roc,0.0
1331,Route Vps Cvg,0.0
1332,Route Mci Ind,0.0
1333,Route Mdw Rsw,0.0
1334,Route Vld Atl,0.0
1335,Route Mem Mco,0.0
1336,Route Vel Den,0.0
1337,Route Mem Mia,0.0
1338,Route Mht Ewr,0.0
1339,Route Mht Mco,0.0
1340,Route Tys Ord,0.0
1341,Route Mht Mdw,0.0
1342,Route Mht Ord,0.0
1343,Route Tys Mia,0.0
1344,Route Mia Bdl,0.0
1345,Route Mia Bhm,0.0
1346,Route Mia Bna,0.0
1347,Route Mci Ewr,0.0
1348,Route Mia Bos,0.0
1349,Route Mia Bwi,0.0
1350,Route Mci Dtw,0.0
1351,Route Mia Chs,0.0
1352,Route Mia Cle,0.0
1353,Route Mia Clt,0.0
1354,Route Mia Cmh,0.0
1355,Route Mia Cvg,0.0
1356,Route Mia Dal,0.0
1357,Route Mia Dtw,0.0
1358,Route Mia Eyw,0.0
1359,Route Mia Gnv,0.0
1360,Route Mia Gso,0.0
1361,Route Tys Phl,0.0
1362,Route Mht Clt,0.0
1363,Route Mht Bwi,0.0
1364,Route Mfr Den,0.0
1365,Route Mem Msp,0.0
1366,Route Vct Iah,0.0
1367,Route Mem Phl,0.0
1368,Route Mem Phx,0.0
1369,Route Mem Slc,0.0
1370,Route Mfe Dfw,0.0
1371,Route Mfe Iah,0.0
1372,Route Mfe Las,0.0
1373,Route Usa Pie,0.0
1374,Route Mci Hou,0.0
1375,Route Mfr Lax,0.0
1376,Route Tys Pie,0.0
