rank,feature,mean_abs_shap_value
1377,Route Mfr Phx,0.0
1378,Route Mfr Sea,0.0
1379,Route Mfr Sfo,0.0
1380,Route Usa Fll,0.0
1381,Route Mgm Atl,0.0
1382,Route Mgm Dca,0.0
1383,Route Mgm Dfw,0.0
1384,Route Tys Sfb,0.0
1385,Route Mci Fll,0.0
1386,Route Mhk Dfw,0.0
1387,Route Mdw Lax,0.0
1388,Route Vps Dal,0.0
1389,Route Mdw Jax,0.0
1390,Route Xna Dfw,0.0
1391,Route Mci Mke,0.0
1392,Route Mco Lbe,0.0
1393,Route Mci Mia,0.0
1394,Route Mco Lga,0.0
1395,Route Mco Mci,0.0
1396,Route Mco Mdw,0.0
1397,Route Mco Mem,0.0
1398,Route Mco Mht,0.0
1399,Route Xna Msp,0.0
1400,Route Mco Mke,0.0
1401,Route Mco Msp,0.0
1402,Route Mco Msy,0.0
1403,Route Mco Myr,0.0
1404,Route Mco Oma,0.0
1405,Route Xna Lga,0.0
1406,Route Xna Lax,0.0
1407,Route Mco Orf,0.0
1408,Route Mco Pdx,0.0
1409,Route Mco Phl,0.0
1410,Route Mco Pit,0.0
1411,Route Mco Pse,0.0
1412,Route Xna Iah,0.0
1413,Route Mco Rdu,0.0
1414,Route Mco Ind,0.0
1415,Route Xwa Den,0.0
1416,Route Mco Iad,0.0
1417,Route Mco Buf,0.0
1418,Route Mci Sea,0.0
1419,Route Mci Sfo,0.0
1420,Route Mci Stl,0.0
1421,Route Mci Phl,0.0
1422,Route Mci Tpa,0.0
1423,Route Mco Acy,0.0
1424,Route Mco Alb,0.0
1425,Route Mco Atl,0.0
1426,Route Yak Cdv,0.0
1427,Route Mco Bqn,0.0
1428,Route Mci Ord,0.0
1429,Route Mco Fll,0.0
1430,Route Mco Bwi,0.0
1431,Route Mco Cle,0.0
1432,Route Mco Clt,0.0
1433,Route Mco Dal,0.0
1434,Route Mci Oak,0.0
1435,Route Mco Dfw,0.0
1436,Route Xwa Msp,0.0
1437,Route Mci Msy,0.0
1438,Route Yak Jnu,0.0
1439,Route Mci Msp,0.0
1440,Route Mco Ric,0.0
1441,Route Mco Roc,0.0
1442,Route Mdw Iah,0.0
1443,Route Mco San,0.0
1444,Route Mdw Cmh,0.0
1445,Route Mdw Cos,0.0
1446,Route Xna Atl,0.0
1447,Route Wys Slc,0.0
1448,Route Mdw Cvg,0.0
1449,Route Mdw Dal,0.0
1450,Route Wrg Psg,0.0
1451,Route Mdw Dca,0.0
1452,Route Mci Lga,0.0
1453,Route Mdw Den,0.0
1454,Route Wrg Ktn,0.0
1455,Route Vps Dfw,0.0
1456,Route Mdw Dfw,0.0
1457,Route Vps Dca,0.0
1458,Route Mci Lax,0.0
1459,Route Mdw Dtw,0.0
1460,Route Mci Las,0.0
1461,Route Mdw Ewr,0.0
1462,Route Mci Jfk,0.0
1463,Route Mdw Fll,0.0
1464,Route Mdw Grr,0.0
1465,Route Mdw Hou,0.0
1466,Route Mdw Iad,0.0
1467,Route Mdw Clt,0.0
1468,Route Xna Clt,0.0
1469,Route Mdw Cle,0.0
1470,Route Mdt Dfw,0.0
1471,Route Mco Sea,0.0
1472,Route Mco Sfo,0.0
1473,Route Mco Stl,0.0
1474,Route Mco Stt,0.0
1475,Route Mco Syr,0.0
1476,Route Mco Ttn,0.0
1477,Route Mcw Ord,0.0
1478,Route Mdt Atl,0.0
1479,Route Mdt Clt,0.0
1480,Route Xna Den,0.0
1481,Route Mdt Dtw,0.0
1482,Route Mdw Chs,0.0
1483,Route Mdt Ord,0.0
1484,Route Mdt Sfb,0.0
1485,Route Mdw Abq,0.0
1486,Route Mdw Alb,0.0
1487,Route Xna Dca,0.0
1488,Route Mdw Bdl,0.0
1489,Route Mdw Bhm,0.0
1490,Route Mdw Bos,0.0
1491,Route Mdw Buf,0.0
1492,Route Mdw Bwi,0.0
1493,Route Tys Lga,0.0
1494,Route Tys Iah,0.0
1495,Route Lse Msp,0.0
1496,Route Msp Dtw,0.0
1497,Route Msp Far,0.0
1498,Route Msp Fca,0.0
1499,Route Msp Fll,0.0
1500,Route Mci Atl,0.0
1501,Route Msp Fsd,0.0
1502,Route Tus Lax,0.0
1503,Route Msp Geg,0.0
1504,Route Msp Gfk,0.0
1505,Route Msp Grb,0.0
1506,Route Mci Abq,0.0
1507,Route Tus Las,0.0
1508,Route Mbs Ord,0.0
1509,Route Msp Hib,0.0
1510,Route Msp Hnl,0.0
1511,Route Msp Iad,0.0
1512,Route Msp Iah,0.0
1513,Route Msp Ict,0.0
1514,Route Mbs Dtw,0.0
1515,Route Msp Imt,0.0
1516,Route Tus Iah,0.0
1517,Route Msp Inl,0.0
1518,Route Msp Jax,0.0
1519,Route Maf Phx,0.0
1520,Route Tus San,0.0
1521,Route Msp Dsm,0.0
1522,Route Mci Dfw,0.0
1523,Route Msp Dlh,0.0
1524,Route Msp Bil,0.0
1525,Route Msp Bis,0.0
1526,Route Msp Bji,0.0
1527,Route Msp Bna,0.0
1528,Route Tus Slc,0.0
1529,Route Mci Bna,0.0
1530,Route Msp Bos,0.0
1531,Route Msp Brd,0.0
1532,Route Tus Sfo,0.0
1533,Route Msp Bwi,0.0
1534,Route Msp Bzn,0.0
1535,Route Msp Cid,0.0
1536,Route Msp Ciu,0.0
1537,Route Tus Sea,0.0
1538,Route Msp Cle,0.0
1539,Route Msp Clt,0.0
1540,Route Msp Cmh,0.0
1541,Route Msp Cvg,0.0
1542,Route Msp Cwa,0.0
1543,Route Msp Day,0.0
1544,Route Msp Dca,0.0
1545,Route Msp Dfw,0.0
1546,Route Mci San,0.0
1547,Route Tus Den,0.0
1548,Route Msp Lga,0.0
1549,Route Msp Lnk,0.0
1550,Route Msp Lse,0.0
1551,Route Maf Aus,0.0
1552,Route Lyh Clt,0.0
1553,Route Msp Rhi,0.0
1554,Route Msp Ric,0.0
1555,Route Msp Rst,0.0
1556,Route Msp Rsw,0.0
1557,Route Msp San,0.0
1558,Route Msp Sat,0.0
1559,Route Msp Sbn,0.0
1560,Route Msp Sdf,0.0
1561,Route Msp Sea,0.0
1562,Route Lws Slc,0.0
1563,Route Msp Sjc,0.0
1564,Route Msp Slc,0.0
1565,Route Msp Smf,0.0
1566,Route Lse Ord,0.0
1567,Route Msp Sna,0.0
1568,Route Msp Stl,0.0
1569,Route Msp Xna,0.0
1570,Route Msp Xwa,0.0
1571,Route Tul Ord,0.0
1572,Route Msy Bna,0.0
1573,Route Tul Mdw,0.0
1574,Route Msp Rdu,0.0
1575,Route Msp Rap,0.0
1576,Route Msp Psc,0.0
1577,Route Msp Mot,0.0
1578,Route Tus Atl,0.0
1579,Route Maf Las,0.0
1580,Route Msp Mco,0.0
1581,Route Maf Iah,0.0
1582,Route Msp Mdw,0.0
1583,Route Msp Mem,0.0
1584,Route Maf Hou,0.0
1585,Route Maf Dfw,0.0
1586,Route Msp Mia,0.0
1587,Route Msp Mke,0.0
1588,Route Msp Msn,0.0
1589,Route Msp Pit,0.0
1590,Route Msp Mso,0.0
1591,Route Maf Den,0.0
1592,Route Msp Okc,0.0
1593,Route Msp Oma,0.0
1594,Route Tul Slc,0.0
1595,Route Maf Dal,0.0
1596,Route Msp Ord,0.0
1597,Route Msp Pdx,0.0
1598,Route Msp Phl,0.0
1599,Route Msp Phx,0.0
1600,Route Tvc Dtw,0.0
1601,Route Msp Bdl,0.0
1602,Route Msp Atw,0.0
1603,Route Mke Msp,0.0
1604,Route Mci Dal,0.0
1605,Route Mia Slc,0.0
1606,Route Mia Stt,0.0
1607,Route Tys Clt,0.0
1608,Route Mia Tlh,0.0
1609,Route Mia Tpa,0.0
1610,Route Mia Tys,0.0
1611,Route Mke Atl,0.0
1612,Route Mke Bna,0.0
1613,Route Mke Bos,0.0
1614,Route Mke Bwi,0.0
1615,Route Mke Clt,0.0
1616,Route Mke Dal,0.0
1617,Route Mke Den,0.0
1618,Route Mke Dfw,0.0
1619,Route Mke Dtw,0.0
1620,Route Mke Ewr,0.0
1621,Route Mke Iah,0.0
1622,Route Mke Jfk,0.0
1623,Route Mke Las,0.0
1624,Route Mke Lga,0.0
1625,Route Mke Mci,0.0
1626,Route Mke Mco,0.0
1627,Route Mia Sfo,0.0
1628,Route Mia Sea,0.0
1629,Route Mia Sdf,0.0
1630,Route Mia Msp,0.0
1631,Route Mia Ind,0.0
1632,Route Tys Fll,0.0
1633,Route Tys Dtw,0.0
1634,Route Mia Las,0.0
1635,Route Mia Lax,0.0
1636,Route Tys Dfw,0.0
1637,Route Mia Mci,0.0
1638,Route Mia Mco,0.0
1639,Route Mia Mdw,0.0
1640,Route Mia Mem,0.0
1641,Route Mia Msy,0.0
1642,Route Mia Sav,0.0
1643,Route Mia Ord,0.0
1644,Route Mia Orf,0.0
1645,Route Mia Phx,0.0
1646,Route Mia Pit,0.0
1647,Route Mci Dca,0.0
1648,Route Tys Dca,0.0
1649,Route Mia Rdu,0.0
1650,Route Mia Ric,0.0
1651,Route Mia San,0.0
1652,Route Mia Sat,0.0
1653,Route Tys Atl,0.0
1654,Route Tyr Dfw,0.0
1655,Route Msp Atl,0.0
1656,Route Mke Phl,0.0
1657,Route Mry San,0.0
1658,Route Mry Sfo,0.0
1659,Route Msn Atl,0.0
1660,Route Mci Bwi,0.0
1661,Route Msn Clt,0.0
1662,Route Tvc Ord,0.0
1663,Route Msn Den,0.0
1664,Route Msn Dfw,0.0
1665,Route Msn Dtw,0.0
1666,Route Msn Ewr,0.0
1667,Route Mci Bos,0.0
1668,Route Msn Msp,0.0
1669,Route Msn Ord,0.0
1670,Route Msn Phl,0.0
1671,Route Msn Phx,0.0
1672,Route Mso Den,0.0
1673,Route Mso Dfw,0.0
1674,Route Mso Msp,0.0
1675,Route Mso Sea,0.0
1676,Route Mso Slc,0.0
1677,Route Msp Abr,0.0
1678,Route Msp Anc,0.0
1679,Route Tvc Msp,0.0
1680,Route Mry Phx,0.0
1681,Route Mry Lax,0.0
1682,Route Mry Dfw,0.0
1683,Route Mli Den,0.0
1684,Route Mke Phx,0.0
1685,Route Mci Clt,0.0
1686,Route Mke Sea,0.0
1687,Route Txk Dfw,0.0
1688,Route Mke Tpa,0.0
1689,Route Mkg Ord,0.0
1690,Route Mlb Atl,0.0
1691,Route Mlb Clt,0.0
1692,Route Mli Atl,0.0
1693,Route Twf Slc,0.0
1694,Route Mli Dfw,0.0
1695,Route Mry Den,0.0
1696,Route Mli Ord,0.0
1697,Route Mlu Atl,0.0
1698,Route Mlu Dfw,0.0
1699,Route Mob Atl,0.0
1700,Route Mob Dfw,0.0
1701,Route Mob Iah,0.0
1702,Route Mot Den,0.0
1703,Route Mot Msp,0.0
1704,Route Mqt Dtw,0.0
1705,Route Mqt Ord,0.0
1706,Route Slc Sjc,0.0
1707,Route Pdx Psp,0.0
1708,Route Ord Phx,0.0
1709,Route Sck Las,0.0
1710,Route Sdf Bos,0.0
1711,Route Sdf Bwi,0.0
1712,Route Sdf Clt,0.0
1713,Route Sdf Dca,0.0
1714,Route Sdf Den,0.0
1715,Route Sdf Dfw,0.0
1716,Route Sdf Dtw,0.0
1717,Route Sdf Ewr,0.0
1718,Route Sdf Hou,0.0
1719,Route Sdf Iad,0.0
1720,Route Sdf Iah,0.0
1721,Route Sdf Las,0.0
1722,Route Sdf Lga,0.0
1723,Route Sdf Mco,0.0
1724,Route Sdf Mdw,0.0
1725,Route Sdf Mia,0.0
1726,Route Sdf Msp,0.0
1727,Route Srq Dca,0.0
1728,Route Sdf Phl,0.0
1729,Route Sdf Tpa,0.0
1730,Route Sea Abq,0.0
1731,Route Sea Alw,0.0
1732,Route Sea Anc,0.0
1733,Route Sea Aus,0.0
1734,Route Srq Clt,0.0
1735,Route Sdf Atl,0.0
1736,Route Sce Ord,0.0
1737,Route Sea Sba,0.0
1738,Route Sce Dtw,0.0
1739,Route Sav Jfk,0.0
1740,Route Sav Lga,0.0
1741,Route Sav Mdw,0.0
1742,Route Sav Mia,0.0
1743,Route Sav Ord,0.0
1744,Route Sav Phl,0.0
1745,Route Sba Den,0.0
1746,Route Sba Dfw,0.0
1747,Route Sba Las,0.0
1748,Route Sba Lax,0.0
1749,Route Sba Oak,0.0
1750,Route Sba Sea,0.0
1751,Route Sbn Atl,0.0
1752,Route Sbn Clt,0.0
1753,Route Sbn Dfw,0.0
1754,Route Sbn Dtw,0.0
1755,Route Sbn Ord,0.0
1756,Route Srq Ewr,0.0
1757,Route Sbp Dfw,0.0
1758,Route Sbp Lax,0.0
1759,Route Sbp Phx,0.0
1760,Route Srq Dfw,0.0
1761,Route Sbp Sea,0.0
1762,Route Sbp Sfo,0.0
1763,Route Scc Anc,0.0
1764,Route Sea Bli,0.0
1765,Route Sea Bna,0.0
1766,Route Sea Boi,0.0
1767,Route Srq Bwi,0.0
1768,Route Sea Koa,0.0
1769,Route Sea Las,0.0
1770,Route Sea Lih,0.0
1771,Route Sea Mci,0.0
1772,Route Sea Mco,0.0
1773,Route Sea Mdw,0.0
1774,Route Sea Mfr,0.0
1775,Route Sea Mke,0.0
1776,Route Sea Msp,0.0
1777,Route Sea Msy,0.0
1778,Route Sea Oak,0.0
1779,Route Sea Ogg,0.0
1780,Route Sea Okc,0.0
1781,Route Sea Oma,0.0
1782,Route Sna Sjc,0.0
1783,Route Sea Ont,0.0
1784,Route Sea Ord,0.0
1785,Route Sea Pdx,0.0
1786,Route Sea Phl,0.0
1787,Route Sea Pit,0.0
1788,Route Sea Psc,0.0
1789,Route Sea Psp,0.0
1790,Route Sna Phx,0.0
1791,Route Sea Rdu,0.0
1792,Route Sea Rno,0.0
1793,Route Sea Jnu,0.0
1794,Route Sna Sts,0.0
1795,Route Spi Dfw,0.0
1796,Route Srq Bna,0.0
1797,Route Sea Bur,0.0
1798,Route Sea Bwi,0.0
1799,Route Sea Bzn,0.0
1800,Route Sea Chs,0.0
1801,Route Sea Cle,0.0
1802,Route Sea Clt,0.0
1803,Route Sea Cmh,0.0
1804,Route Srq Bos,0.0
1805,Route Sea Cvg,0.0
1806,Route Sea Dal,0.0
1807,Route Sea Dca,0.0
1808,Route Sea Eug,0.0
1809,Route Spi Ord,0.0
1810,Route Sea Ewr,0.0
1811,Route Srq Atl,0.0
1812,Route Sea Fat,0.0
1813,Route Sea Fca,0.0
1814,Route Sea Fll,0.0
1815,Route Sea Geg,0.0
1816,Route Sea Hnl,0.0
1817,Route Sea Iad,0.0
1818,Route Sps Dfw,0.0
1819,Route Sea Ind,0.0
1820,Route Spn Gum,0.0
1821,Route Sav Iah,0.0
1822,Route Sav Ewr,0.0
1823,Route Srq Ind,0.0
1824,Route San Msp,0.0
1825,Route Stl Den,0.0
1826,Route San Aus,0.0
1827,Route San Bna,0.0
1828,Route San Boi,0.0
1829,Route San Bos,0.0
1830,Route San Bwi,0.0
1831,Route San Clt,0.0
1832,Route San Dal,0.0
1833,Route San Dfw,0.0
1834,Route San Dtw,0.0
1835,Route San Elp,0.0
1836,Route Stl Dal,0.0
1837,Route San Ewr,0.0
1838,Route San Fat,0.0
1839,Route San Fll,0.0
1840,Route San Geg,0.0
1841,Route San Hnl,0.0
1842,Route San Hou,0.0
1843,Route San Iad,0.0
1844,Route San Jfk,0.0
1845,Route San Lax,0.0
1846,Route San Lih,0.0
1847,Route San Mci,0.0
1848,Route Stl Cmh,0.0
1849,Route San Mia,0.0
1850,Route San Abq,0.0
1851,Route Saf Phx,0.0
1852,Route Saf Dfw,0.0
1853,Route Rsw Hpn,0.0
1854,Route Rst Msp,0.0
1855,Route Rst Ord,0.0
1856,Route Rsw Acy,0.0
1857,Route Rsw Atl,0.0
1858,Route Rsw Bna,0.0
1859,Route Rsw Bos,0.0
1860,Route Rsw Cle,0.0
1861,Route Rsw Clt,0.0
1862,Route Rsw Cvg,0.0
1863,Route Rsw Den,0.0
1864,Route Rsw Dtw,0.0
1865,Route Stl Ecp,0.0
1866,Route Stl Dfw,0.0
1867,Route Stl Dtw,0.0
1868,Route Rsw Iah,0.0
1869,Route Rsw Ind,0.0
1870,Route Rsw Jfk,0.0
1871,Route Stl Dsm,0.0
1872,Route Rsw Mdw,0.0
1873,Route Rsw Mke,0.0
1874,Route Rsw Ord,0.0
1875,Route Rsw Phl,0.0
1876,Route Rsw Pit,0.0
1877,Route Rsw Stl,0.0
1878,Route San Mry,0.0
1879,Route San Oak,0.0
1880,Route Sav Den,0.0
1881,Route San Ogg,0.0
1882,Route Sat Iad,0.0
1883,Route Sat Iah,0.0
1884,Route Sat Jfk,0.0
1885,Route Sat Las,0.0
1886,Route Sat Lax,0.0
1887,Route Srq Lga,0.0
1888,Route Sat Mdw,0.0
1889,Route Sat Mia,0.0
1890,Route Sat Msp,0.0
1891,Route Sat Msy,0.0
1892,Route Sat Ord,0.0
1893,Route Srq Jfk,0.0
1894,Route Sat San,0.0
1895,Route Sat Sea,0.0
1896,Route Sat Sfo,0.0
1897,Route Sat Slc,0.0
1898,Route Sat Stl,0.0
1899,Route Sat Tpa,0.0
1900,Route Sav Atl,0.0
1901,Route Sav Bna,0.0
1902,Route Sav Bos,0.0
1903,Route Sav Bwi,0.0
1904,Route Sav Clt,0.0
1905,Route Sav Dal,0.0
1906,Route Sav Dca,0.0
1907,Route Srq Mdw,0.0
1908,Route Sat Hou,0.0
1909,Route Sat Fll,0.0
1910,Route San Stl,0.0
1911,Route Stl Clt,0.0
1912,Route San Pdx,0.0
1913,Route San Phl,0.0
1914,Route San Phx,0.0
1915,Route Stl Cle,0.0
1916,Route San Sat,0.0
1917,Route San Sbp,0.0
1918,Route Stl Bwi,0.0
1919,Route San Sfo,0.0
1920,Route San Sjc,0.0
1921,Route San Slc,0.0
1922,Route San Sts,0.0
1923,Route Sat Ewr,0.0
1924,Route San Tus,0.0
1925,Route Stl Bos,0.0
1926,Route Stl Bna,0.0
1927,Route Sat Bos,0.0
1928,Route Sat Bwi,0.0
1929,Route Sat Clt,0.0
1930,Route Stl Aus,0.0
1931,Route Srq Phl,0.0
1932,Route Sat Dfw,0.0
1933,Route Sat Dtw,0.0
1934,Route Sat Elp,0.0
1935,Route Sea Sat,0.0
1936,Route Sna Pdx,0.0
1937,Route Roc Ord,0.0
1938,Route Sju Mco,0.0
1939,Route Sju Ord,0.0
1940,Route Sju Rdu,0.0
1941,Route Sju Stt,0.0
1942,Route Sju Tpa,0.0
1943,Route Slc Abq,0.0
1944,Route Slc Atl,0.0
1945,Route Slc Aus,0.0
1946,Route Slc Bil,0.0
1947,Route Slc Bna,0.0
1948,Route Slc Boi,0.0
1949,Route Smf Dal,0.0
1950,Route Slc Btm,0.0
1951,Route Slc Bur,0.0
1952,Route Slc Bwi,0.0
1953,Route Slc Bzn,0.0
1954,Route Slc Cdc,0.0
1955,Route Slc Clt,0.0
1956,Route Slc Cos,0.0
1957,Route Slc Cpr,0.0
1958,Route Slc Cvg,0.0
1959,Route Slc Dal,0.0
1960,Route Smf Clt,0.0
1961,Route Slc Dca,0.0
1962,Route Slc Den,0.0
1963,Route Slc Dfw,0.0
1964,Route Smf Dfw,0.0
1965,Route Sju Jfk,0.0
1966,Route Sna Ord,0.0
1967,Route Sju Iah,0.0
1968,Route Sjc Jfk,0.0
1969,Route Sjc Koa,0.0
1970,Route Sjc Las,0.0
1971,Route Sjc Lgb,0.0
1972,Route Sjc Lih,0.0
1973,Route Sjc Mdw,0.0
1974,Route Sjc Msp,0.0
1975,Route Sjc Ogg,0.0
1976,Route Sjc Ont,0.0
1977,Route Sjc Ord,0.0
1978,Route Sjc Pdx,0.0
1979,Route Sjc Phx,0.0
1980,Route Smf Jfk,0.0
1981,Route Smf Iah,0.0
1982,Route Sjc Slc,0.0
1983,Route Smf Iad,0.0
1984,Route Sjt Dfw,0.0
1985,Route Sju Atl,0.0
1986,Route Sju Bdl,0.0
1987,Route Sju Bwi,0.0
1988,Route Sju Clt,0.0
1989,Route Smf Hnl,0.0
1990,Route Smf Ewr,0.0
1991,Route Sju Fll,0.0
1992,Route Sju Iad,0.0
1993,Route Slc Dtw,0.0
1994,Route Slc Eko,0.0
1995,Route Smf Bur,0.0
1996,Route Smf Boi,0.0
1997,Route Slc Mia,0.0
1998,Route Slc Mke,0.0
1999,Route Slc Mso,0.0
2000,Route Slc Msp,0.0
2001,Route Slc Msy,0.0
2002,Route Slc Oak,0.0
2003,Route Slc Okc,0.0
2004,Route Slc Oma,0.0
2005,Route Slc Ont,0.0
2006,Route Slc Ord,0.0
2007,Route Slc Pdx,0.0
2008,Route Slc Tul,0.0
2009,Route Slc Phl,0.0
2010,Route Slc Tpa,0.0
2011,Route Slc Pih,0.0
2012,Route Slc Psc,0.0
2013,Route Slc Psp,0.0
2014,Route Slc Rdm,0.0
2015,Route Slc Rdu,0.0
2016,Route Slc Rno,0.0
2017,Route Slc Sun,0.0
2018,Route Slc Stl,0.0
2019,Route Slc Sat,0.0
2020,Route Slc Sea,0.0
2021,Route Slc Sna,0.0
2022,Route Slc Mfr,0.0
2023,Route Slc Mem,0.0
2024,Route Slc Mdw,0.0
2025,Route Slc Hou,0.0
2026,Route Slc Ewr,0.0
2027,Route Slc Fat,0.0
2028,Route Smf Aus,0.0
2029,Route Slc Fca,0.0
2030,Route Slc Fll,0.0
2031,Route Slc Geg,0.0
2032,Route Smf Atl,0.0
2033,Route Slc Gtf,0.0
2034,Route Sln Ord,0.0
2035,Route Slc Hln,0.0
2036,Route Slc Hnl,0.0
2037,Route Sln Hys,0.0
2038,Route Slc Mco,0.0
2039,Route Slc Wys,0.0
2040,Route Slc Ida,0.0
2041,Route Slc Jac,0.0
2042,Route Slc Jfk,0.0
2043,Route Slc Las,0.0
2044,Route Slc Lax,0.0
2045,Route Slc Twf,0.0
2046,Route Slc Lgb,0.0
2047,Route Slc Lws,0.0
2048,Route Slc Mci,0.0
2049,Route Slc Tus,0.0
2050,Route Sjc Iah,0.0
2051,Route Sjc Hou,0.0
2052,Route Sjc Hnl,0.0
2053,Route Sfo Mia,0.0
2054,Route Sfo Cle,0.0
2055,Route Sfo Clt,0.0
2056,Route Sfo Cmh,0.0
2057,Route Sfo Dal,0.0
2058,Route Sfo Dca,0.0
2059,Route Sna Atl,0.0
2060,Route Smf Sna,0.0
2061,Route Sfo Dtw,0.0
2062,Route Sfo Eug,0.0
2063,Route Sfo Ewr,0.0
2064,Route Sfo Fat,0.0
2065,Route Sfo Fll,0.0
2066,Route Sfo Geg,0.0
2067,Route Sfo Hnl,0.0
2068,Route Sfo Iad,0.0
2069,Route Sfo Ind,0.0
2070,Route Sfo Jac,0.0
2071,Route Smf Sfo,0.0
2072,Route Smf Sea,0.0
2073,Route Sfo Koa,0.0
2074,Route Sfo Las,0.0
2075,Route Sfo Lih,0.0
2076,Route Sfo Mci,0.0
2077,Route Sfo Mco,0.0
2078,Route Sfo Mdw,0.0
2079,Route Sfo Bzn,0.0
2080,Route Sna Aus,0.0
2081,Route Sfo Bwi,0.0
2082,Route Sfb Grr,0.0
2083,Route Sea Sit,0.0
2084,Route Sea Sjc,0.0
2085,Route Sna Oak,0.0
2086,Route Sea Sna,0.0
2087,Route Sna Msp,0.0
2088,Route Sna Las,0.0
2089,Route Sea Sts,0.0
2090,Route Sea Tpa,0.0
2091,Route Sea Tus,0.0
2092,Route Sfb Abe,0.0
2093,Route Sfb Cvg,0.0
2094,Route Sfb Tys,0.0
2095,Route Sna Dal,0.0
2096,Route Sna Jfk,0.0
2097,Route Sfo Abq,0.0
2098,Route Sna Iah,0.0
2099,Route Sna Dfw,0.0
2100,Route Sfo Ase,0.0
2101,Route Sfo Atl,0.0
2102,Route Sfo Aus,0.0
2103,Route Sfo Bfl,0.0
2104,Route Sfo Bna,0.0
2105,Route Sna Den,0.0
2106,Route Sfo Bos,0.0
2107,Route Sfo Mfr,0.0
2108,Route Sfo Mry,0.0
2109,Route Sjc Geg,0.0
2110,Route Sfo Msp,0.0
2111,Route Sgf Atl,0.0
2112,Route Sgf Clt,0.0
2113,Route Sgf Den,0.0
2114,Route Sgf Dfw,0.0
2115,Route Sgf Ord,0.0
2116,Route Sgu Den,0.0
2117,Route Smf Mdw,0.0
2118,Route Sgu Phx,0.0
2119,Route Sgu Slc,0.0
2120,Route Shr Den,0.0
2121,Route Shv Atl,0.0
2122,Route Shv Clt,0.0
2123,Route Shv Dfw,0.0
2124,Route Shv Iah,0.0
2125,Route Smf Lgb,0.0
2126,Route Sit Ktn,0.0
2127,Route Sit Sea,0.0
2128,Route Sjc Atl,0.0
2129,Route Smf Lax,0.0
2130,Route Sjc Aus,0.0
2131,Route Sjc Boi,0.0
2132,Route Sjc Bur,0.0
2133,Route Sjc Dal,0.0
2134,Route Sjc Den,0.0
2135,Route Sjc Dfw,0.0
2136,Route Sfo Tus,0.0
2137,Route Sfo Tpa,0.0
2138,Route Sfo Stl,0.0
2139,Route Sfo Psc,0.0
2140,Route Sfo Msy,0.0
2141,Route Sfo Ogg,0.0
2142,Route Sfo Oma,0.0
2143,Route Sfo Ont,0.0
2144,Route Sfo Ord,0.0
2145,Route Sfo Oth,0.0
2146,Route Sfo Pae,0.0
2147,Route Smf Sba,0.0
2148,Route Smf Psp,0.0
2149,Route Sfo Phx,0.0
2150,Route Sfo Pit,0.0
2151,Route Sfo Psp,0.0
2152,Route Smf Msp,0.0
2153,Route Sfo Rdd,0.0
2154,Route Sfo Rdm,0.0
2155,Route Sfo Rdu,0.0
2156,Route Sfo Sat,0.0
2157,Route Sfo Sba,0.0
2158,Route Smf Pdx,0.0
2159,Route Sfo Sbp,0.0
2160,Route Smf Ont,0.0
2161,Route Sfo Slc,0.0
2162,Route Sfo Smf,0.0
2163,Route Smf Ogg,0.0
2164,Route Stl Ewr,0.0
2165,Route Roc Mdw,0.0
2166,Route Ord Pit,0.0
2167,Route Phl Lax,0.0
2168,Route Tlh Atl,0.0
2169,Route Phl Mci,0.0
2170,Route Phl Mco,0.0
2171,Route Phl Mdw,0.0
2172,Route Phl Mem,0.0
2173,Route Phl Mht,0.0
2174,Route Phl Mke,0.0
2175,Route Phl Msp,0.0
2176,Route Syr Phl,0.0
2177,Route Phl Myr,0.0
2178,Route Phl Ord,0.0
2179,Route Phl Orf,0.0
2180,Route Phl Pbi,0.0
2181,Route Phl Phx,0.0
2182,Route Phl Pit,0.0
2183,Route Phl Pns,0.0
2184,Route Phl Pvd,0.0
2185,Route Phl Pwm,0.0
2186,Route Phl Rdu,0.0
2187,Route Phl Rsw,0.0
2188,Route Phl San,0.0
2189,Route Syr Ord,0.0
2190,Route Phl Sdf,0.0
2191,Route Syr Mco,0.0
2192,Route Syr Lga,0.0
2193,Route Phl Lga,0.0
2194,Route Tlh Clt,0.0
2195,Route Phx Mfr,0.0
2196,Route Phl Las,0.0
2197,Route Phf Clt,0.0
2198,Route Tol Ord,0.0
2199,Route Phl Aus,0.0
2200,Route Phl Bdl,0.0
2201,Route Phl Bgr,0.0
2202,Route Phl Bhm,0.0
2203,Route Phl Bna,0.0
2204,Route Phl Bos,0.0
2205,Route Tlh Mia,0.0
2206,Route Phl Btv,0.0
2207,Route Phl Buf,0.0
2208,Route Phl Chs,0.0
2209,Route Phl Cle,0.0
2210,Route Phl Clt,0.0
2211,Route Phl Cmh,0.0
2212,Route Phl Cvg,0.0
2213,Route Phl Day,0.0
2214,Route Phl Dca,0.0
2215,Route Phl Dfw,0.0
2216,Route Phl Fll,0.0
2217,Route Tlh Dca,0.0
2218,Route Phl Gsp,0.0
2219,Route Phl Hvn,0.0
2220,Route Phl Iah,0.0
2221,Route Phl Ind,0.0
2222,Route Phl Sfo,0.0
2223,Route Syr Jfk,0.0
2224,Route Phl Sju,0.0
2225,Route Phl Slc,0.0
2226,Route Syr Bwi,0.0
2227,Route Phx Dro,0.0
2228,Route Phx Dsm,0.0
2229,Route Syr Bos,0.0
2230,Route Phx Ewr,0.0
