total_operated_flights,total_delayed_flights,overall_delay_rate_pct,total_airlines,total_origin_airports,total_routes,avg_dep_delay_when_delayed,median_dep_delay_when_delayed
34388401,7051594,20.51,18,385,8440,70.62,41.00
